title,description,duration_seconds,release_date,guest,comedian,comedian_sub,comic,comic_sub,phd,phd_sub,actor,actor_sub,writer,writer_sub,author,author_sub,ufc,ufc_sub,musician,musician_sub,artist,artist_sub,founder,founder_sub,youtuber,youtuber_sub,podcast,podcast_sub,ceo,ceo_sub,philanthropist,philanthropist_sub,singer/songwriter,singer/songwriter_sub,screenwriter,screenwriter_sub,scientist,scientist_sub,co-host,co-host_sub,journalist,journalist_sub,entrepreneur,entrepreneur_sub,astrophysicist,astrophysicist_sub,politician,politician_sub,pilot,pilot_sub
#1751 - Brian Simpson,"Brian Simpson is a standup comedian and host of the podcast ""BS with Brian Simpson."" He's also on Season 3 of The Standups on Netflix premiering on Decemeber 29.",211.58,2021-12-23,Brian Simpson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1750 - Ari Shaffir & Tony Hinchcliffe,"Ari Shaffir is the host of ""The Skeptic Tank."" His most recent special, ""Ari Shaffir: Double Negative,"" is available via Netflix. Tony Hinchcliffe is a stand-up comedian, writer, and actor. He's also the co-host, along with Brian Redban, of the podcast and live YouTube show Kill Tony.",180.74,2021-12-22,Ari Shaffir,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1749 - Shane Dorian,Shane Dorian is a former WSL Championship surfer and is now considered by many to be one of the best big wave riders in the world. He's also an avid bowhunter and a co-founder of Revelshine: an organic and sustainable wine brand.,186.86,2021-12-21,Shane Dorian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JRE MMA Show #117 with Marlon ""Chito"" Vera","Joe sits down with Marlon ""Chito"" Vera, an Ecuadorian mixed martial artist currently competing in the bantamweight division of the UFC.",175.45,2021-12-15,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1748 - Beeple,"Mike ""Beeple"" Winkelmann is a digital artist whose body of work includes concert visuals for Eminem and deadmau5, multiple short films, and an ongoing series of images posted daily to his popular instagram account: Beeple_Crap. ",170.43,2021-12-14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1747 - Dr. Peter A. McCullough,"Dr. Peter A. McCullough, MD, MPH, is a board-certified cardiologist who has testified before committees of the US and Texas Senate regarding the treatment of COVID-19 and management of the ongoing pandemic.",165.22,2021-12-13,Peter A. Mc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1746 - Blaire White,Blaire White is a YouTuber and political commentator.,175.19,2021-12-10,Blaire White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRE MMA Show #116 with George Kambosos,"Joe sits down with George Kamobosos Jr., who has held the WBA, IBF, WBO and The Ring lightweight titles since November 2021.",117.86,2021-12-08,George Kambosos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1745 - Matt Taibbi,"Matt Taibbi is a journalist and author. He writes and publishes the TK News newsletter on Substack and co-hosts the podcast ""Useful idiots with Matt Taibbi and Katie Halper.""",201.02,2021-12-07,Matt Taibbi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
#1744 - Derek from More Plates More Dates,"Derek is the fitness educator and entrepreneur behind the ""More Plates, More Dates"" YouTube channel, podcast and companion website.",186.86,2021-12-03,More Plates More,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
#1743 - Steven Pinker,"Steven Pinker is the Harvard College Professor of Psychology at Harvard University. His newest book, ""Rationality: What It Is, Why It Seems Scarce, Why It Matters,"" is available now.",160.5,2021-12-02,Steven Pinker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1742 - Jimmy Corsetti,"Jimmy Corsetti is the independent researcher behind ""Bright Insight"": a YouTube channel exploring ancient mysteries and lost civilizations.",177.88,2021-12-01,Jimmy Corsetti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1741 - Ted Nugent,"Ted Nugent is a singer-songwriter, outdoorsman, and political activist. His newest single, ""Come and Take It,"" is out now.",212.59,2021-11-30,Ted Nugent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1740 - Jocko Willink,"Jocko Willink is a decorated retired Navy SEAL officer, author, and host of ""The Jocko Podcast."" His new novel, ""Final Spin,"" is available now.",182.19,2021-11-26,Jocko Willink,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1739 - Philip Goff,"Philip Goff is a philosopher and consciousness researcher at Durham University. His new book, ""Galileo's Error: Foundations for a New Science of Consciousness,"" is available now.",134.02,2021-11-24,Philip Goff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1738 - Ben O'Brien,"Ben O’Brien is a writer, editor, and member of the Backcountry Hunters and Anglers Board of Directors.",209.81,2021-11-23,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1737 - Tim Pool,"Tim Pool is a journalist, political commentator, and host of the ""Timcast"" podcast and Youtube program.",181.08,2021-11-22,Tim Pool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
#1736 - Tristan Harris & Daniel Schmachtenberger,"Tristan Harris is a former Google design ethicist, co-founder and president of the Center for Humane Technology, and co-host of the Center for Humane Technology’s ""Your Undivided Attention"" podcast with Aza Raskin. Daniel Schmachtenberger is a founding member of The Consilience Project, aimed at improving public sensemaking and dialogue.",181.25,2021-11-18,Tristan Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1735 - Peter Attia,"Peter Attia is a physician focused on the applied science of longevity and the host of ""The Drive"" podcast.",201.81,2021-11-17,Peter Attia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1734 - Ron White,"Ron White is a standup comedian, actor, and author. Catch him live on tour this year.",179.62,2021-11-16,Ron White,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1733 - Snoop Dogg,"Snoop Dogg is a rapper, actor, and businessman. Check out ""Snoop Dogg Presents: The Algorithm"" on 11/12/21.",228.28,2021-11-12,Snoop Dogg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1732 - Ben Shapiro,"Ben Shapiro is a political commentator, host of ""The Ben Shapiro Show,"" and author of ""The Authoritarian Moment: How the Left Weaponized America's Institutions Against Dissent.""",150.13,2021-11-10,Ben Shapiro,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1731 - Theo Von,"Theo Von is a standup comedian and podcaster. He is the host of ""This Past Weekend with Theo Von"" and co-host, along with Brendan Schaub, of ""The King and the Sting."" Check out his new special ""Regular People"" on Netflix.",159.32,2021-11-08,Theo Von,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1730 - Cameron Hanes,"Master bowhunter and elite athlete Cameron Hanes has successfully taken down some of the toughest game in the roughest environments nature has to offer, all in pursuit of becoming “the ultimate predator.” He’s the author of Backcountry Bowhunting: a Guide to the Wildside, and the host of the podcast Keep Hammering with Cameron Hanes.",182.87,2021-11-05,Cameron Hanes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1729 - Gilbert Gottfried,"Gilbert Gottfried is a standup comedian, actor, author, and host, along with Frank Santopadre, of ”Gilbert Gottfried’s Amazing Colossal Podcast!” available on Spotify.",182.8,2021-11-04,Gilbert Gottfried,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#1728 - Ari Shaffir, Shane Gillis & Mark Normand","Shane Gillis, Mark Normand, and Ari Shaffir are standup comedians, writers, and podcasters. Shane is the co-host of ""Matt and Shane's Secret Podcast"" with Matt McCusker. His special ""Shane Gillis: Live in Austin,"" is available via YouTube. Mark is the co-host of ""Tuesdays with Stories"" along with Joe List. His latest special, ""Mark Normand: Out to Lunch,"" is available via YouTube. Ari is the host of ""The Skeptic Tank."" His most recent special, ""Ari Shaffir: Double Negative,"" is available via Netflix.",182.88,2021-11-03,Ari Shaffir,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1727 - Rob Kearney,"Rob Kearney is the world's first openly gay professional strongman. He's also the co-author of the children's book ""Strong,"" along with writer Eric Rosswood, and illustrator Nidhi Chanani.",168.32,2021-10-28,Rob Kearney,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1726 - Chuck Palahniuk,"Chuck Palahniuk is the award-winning author of ""Fight Club,"" ""Choke,"" and other books. His new essay, ""People, Places, Things: My Human Landmarks,"" is available now exclusively through Scribd.com",164.52,2021-10-27,Chuck Palahniuk,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1725 - Bridget Phetasy,"Bridget Phetasy is a writer, stand-up comedian, and host of the YouTube program ""Dumpster Fire"" and podcast ""Walk-Ins Welcome.""",216.32,2021-10-26,Bridget Phetasy,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1724 - Jewel,"Jewel is a Grammy award-nominated singer-songwriter, author, actress, and philanthropist.",221.79,2021-10-25,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRE MMA Show #115 with Valentina Schevchenko,"Joe is joined by Valentina Shevchenko, the current UFC Women's Flyweight Champion.",149.5,2021-10-22,Valentina Schevchenko,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1723 - Amishi Jha,"Dr. Amishi Jha is a professor of psychology at the University of Miami, and Director of Contemplative Neuroscience for the Mindfulness Research and Practice Initiative. She is the author of ""Peak Mind: Find Your Focus, Own Your Attention, Invest 12 Minutes a Day.""",142.14,2021-10-21,Amishi Jha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1722 - Bartow Elmore,"Bart Elmore is the associate professor of environmental history and core faculty member of the Sustainability Institute at the Ohio State University. He's the author of ""Seed Money: Monsanto's Past and Our Food Future.""",172.43,2021-10-20,Bartow Elmore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1721 - Michael Malice,"Michael Malice is a cultural commentator and host of the PodcastOne podcast ""Your Welcome."" He's the author of two books, ""Dear Reader: The Unauthorized Autobiography of Kim Jong Il,"" and ""The New Right: A Journey to the Fringe of American Politics.""",194.59,2021-10-19,Michael Malice,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1720 - Tony Hinchcliffe & Brian Redban,"Tony Hinchcliffe is a stand-up comedian, writer, and actor. He's also the co-host, along with Brian Redban, of the podcast and live YouTube show Kill Tony.",209.47,2021-10-15,Tony Hinchcliffe,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1719 - Michael Shellenberger,"Michael Shellenberger is a journalist and author. His latest book, ""San Fransicko: Why Progressives Ruin Cities,"" will be published on October 12, 2021.",173.57,2021-10-14,Michael Shellenberger,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
#1718 - Dr. Sanjay Gupta,"Dr. Sanjay Gupta is a practicing neurosurgeon, chief medical correspondent for CNN, and host of the network's podcast ""Chasing Life."" His new book, ""World War C: Lessons from the Covid-19 Pandemic and How to Prepare for the Next One,"" is available now.",188.66,2021-10-13,Sanjay Gupta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1717 - Alex Berenson,"Alex Berenson is a journalist and author of both fiction and non-fiction. His latest book, ""Pandemia: How Coronavirus Hysteria Took Over Our Government, Rights, and Lives,"" will be published on November 30, 2021.",201.28,2021-10-12,Alex Berenson,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
#1716 - Steven Rinella,"Steven Rinella is an outdoorsman, writer, and host of the television series ""MeatEater"" and its companion podcast. His new audiobook, ""MeatEater’s Campfire Stories: Close Calls,"" is available now.",188.54,2021-10-07,Steven Rinella,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1715 - Jessica Kirson,"Jessica Kirson is a standup comedian, television producer, and host of the ""Disgusting Hawk"" podcast. ""The Call Girls,"" a prank call compilation album Kirson recorded with fellow comedian Rachel Feinstein, is available now.",152.29,2021-10-06,Jessica Kirson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1714 - Josh Dubin & Robert Jones,"Josh Dubin is an Ambassador to The Innocence Project, Criminal justice reform advocate, attorney, and president of Dubin Research and Consulting. On January 26, 2017, Robert Jones was exonerated of four separate crimes, including rape, robbery, kidnapping and manslaughter, which had terrified tourists and residents over a two-month period in 1992 in New Orleans. He is now a motivational speaker and community activist, poverty abolitionist and one of the co-founders of Free-Dem Foundations, Inc; a nonprofit organization that mentors and guides the youth in a positive direction. https://www.instagram.com/robertjonesofnola",125.89,2021-10-05,Josh Dubin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1713 - Mike Baker,"Mike Baker is a former CIA covert operations officer and current CEO of Portman Square Group, a global intelligence firm. He's also the host of ""Black Files Declassified"" on Discovery’s Science Channel.",171.58,2021-09-30,Mike Baker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1712 - Bert Kreischer (Part 2),"Bert Kreischer is a standup comedian, broadcast personality, and podcaster. He hosts television's ""Go-Big Show,"" ""The Bertcast"" podcast, and co-hosts the ""2 Bears, 1 Cave"" podcast with Tom Segura. (This part 2 of a 2-part podcast.)",126.65,2021-09-29,Bert Kreischer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1712 - Bert Kreischer (Part 1),"Bert Kreischer is a standup comedian, broadcast personality, and podcaster. He hosts television's ""Go-Big Show,"" ""The Bertcast"" podcast, and co-hosts the ""2 Bears, 1 Cave"" podcast with Tom Segura. (This part 1 of a 2-part podcast.)",163.32,2021-09-28,Bert Kreischer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1711 - Patrick Bet-David,"Patrick Bet-David is an entrepreneur, author, and founder of Valuetainment: a multimedia company focusing on business and personal development. He's also the host of ""The Bet-David Podcast.""",195.41,2021-09-23,Patrick Bet,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
#1710 - Cullen Hoback,"Cullen Hoback is an investigative filmmaker whose latest doc series ""Q: Into The Storm"" is now available on HBO Max. He also made ""Terms and Conditions May Apply"" and ""What Lies Upstream"".",169.12,2021-09-22,Cullen Hoback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1709 - Amanda Knox,"Amanda Knox spent four years in an Italian prison following a wrongful conviction for the murder of her roommate: a sentence that was ultimately overturned by the Italian Supreme Court. She is now an author, journalist, and podcaster. Knox, along with her husband Christopher Robinson, hosts the podcast ""Labyrinths.""",191.95,2021-09-21,Amanda Knox,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
#1708 - Anna Lembke,"Anna Lembke is a psychiatrist, author and specialist in the treatment of addiction. Her new book, ""Dopamine Nation: Finding Balance in the Age of Indulgence,"" is available now.",139.53,2021-09-16,Anna Lembke,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1707 - Kyle Dunnigan & Kurt Metzger,"Kyle Dunnigan and Kurt Metzger are standup comedians, actors, and the creators of ""Fresh Prez of DC,"" a satirical comedy series on YouTube. They are also podcasters. Dunnigan is the host of ""The Kyle Dunnigan Show"" and Metzger is the host of ""Can't Get Right with Kurt Metzger.""",200.91,2021-09-15,Kyle Dunnigan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1706 - Billy Corben,"Billy Corben is a documentarian and producer. His new series, ""Cocaine Cowboys: The Kings of Miami,"" is now available on Netflix.",179.83,2021-09-14,Billy Corben,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1705 - Bret Weinstein & Heather Heying,"Biologists Bret Weinstein and Heather Heying are the hosts of the ""DarkHorse Podcast"" and authors of ""A Hunter-Gatherer's Guide to the 21st Century: Evolution and the Challenges of Modern Life."" Look for it on September 14, 2021.",185.67,2021-09-09,Bret Weinstein,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1704 - C.K. Chin,"C.K. Chin is the Austin, Texas-based restaurateur behind such popular eateries as Swift's Attic, Wu Chow Austin, and Native Hostel.",153.15,2021-09-08,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1703 - Tom Segura,"Tom Segura is a stand-up comedian, and co-host of ""Your Mom's House"" and ""2 Bears, 1 Cave"" podcasts. He is also the host of ""Tom Segura en Español"" a Spanish language podcast.",179.89,2021-09-07,Tom Segura,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1702 - Laurie Woolever,"Laurie Woolever is the author of ""Bourdain: The Definitive Oral Biography,"" and a co-host of the ""Carbface for Radio"" Podcast.",98.3,2021-08-26,Laurie Woolever,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1701 - Dr. Rhonda Patrick,"Dr. Rhonda Patrick is a PhD in biomedical science, and an expert on nutritional health. She's also the host of the ""Found My Fitness"" podcast.",183.39,2021-08-25,Rhonda Patrick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1700 - Eleanor Kerrigan,"Eleanor Kerrigan is a standup comedian, actor, and co-host of ""The Comedy Store"" podcast. Her new comedy album, ""Lady Like,"" is available now.",225.43,2021-08-24,Eleanor Kerrigan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1699 - Meghan Murphy,"Meghan Murphy is a freelance writer, and journalist. She is also the founder of the ""Feminist Current"" website and the host of ""The Same Drugs"" podcast.",167.32,2021-08-20,Meghan Murphy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
#1698 - Neill Blomkamp,"Neill Blomkamp is a film director, producer, screenwriter, and animator. His latest film, ""Demonic,"" is in theaters and video on demand now.",169.59,2021-08-19,Neill Blomkamp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1697 - Zuby,"Zuby is an independent rapper, public speaker, author, and host of the ""Real Talk with Zuby"" podcast.",169.19,2021-08-18,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1696 - Lex Fridman,"Lex Fridman is a scientist and researcher in the fields of artificial intelligence and autonomous vehicles, as well as the host of ""The Lex Fridman Podcast.""",211.32,2021-08-17,Lex Fridman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
#1695 - Andrew Schulz,"Andrew Schulz is a standup comedian, actor, and co-host of the ""Brilliant Idiots"" and ""Flagrant 2"" podcasts.",191.2,2021-08-12,Andrew Schulz,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
